ISBN;Canonical_ISBN
0771596154;0771596154
0941483452;0771596154
0786701676;0881500208
0881500208;0881500208
0394841220;0394841220
0380486520;0394841220
0425173909;0061003719
0061003719;0061003719
B00013AX6W;B00013AX6W
0670030058;B00013AX6W
0688068677;0688068677
0380750252;0688068677
044010047X;0385294131
0385294131;0385294131
0374102058;0374102058
0312978707;0374102058
0749746017;0749746017
0749746246;0749746017
0758201885;0380711974
0380711974;0380711974
0451411269;0451207866
0451207866;0451207866
0446605018;0446605018
1570424640;0446605018
0446519936;0446605018
0380978326;0380978326
B0000AA9JU;0380978326
0531058379;0531058379
0590439448;0531058379
0698118065;0531058379
1863590285;1863590285
0732010179;1863590285
0373482590;0373482590
1551664437;0373482590
155166108X;0373482590
0440300746;0440100747
0440100747;0440100747
0425061825;0451075803
0451075803;0451075803
0765341697;076530239X
076530239X;076530239X
0553258958;055320338X
055320338X;055320338X
1551664771;1551660172
1551660172;1551660172
044040892X;044040892X
0440900506;044040892X
0345275861;034527718X
034527718X;034527718X
0345276469;0345276469
042515260X;0345276469
0345342453;0345276469
031298586X;0312207670
0312207670;0312207670
0312207662;0312207662
0312983182;0312207662
0804113580;0312117388
0312117388;0312117388
0394588592;0394588592
0140139591;0394588592
0517592576;0517592576
0517882124;0517592576
0449231275;0002210436
0002210436;0002210436
0151039674;0151039674
0449208591;0151039674
0393317382;0380705931
0380705931;0380705931
0451126432;0451126432
0451146921;0451126432
0892964529;0892964529
0446400319;0892964529
0688171877;0688171877
0688177859;0688171877
155858028X;155858028X
0735810796;155858028X
0465029973;0465029973
0465001041;0465029973
189020823X;0312046693
0312046693;0312046693
3423084065;3423084065
3462031791;3423084065
0380727943;0786860693
0786860693;0786860693
0517093650;087226209X
087226209X;087226209X
0380803046;0380977036
0380977036;0380977036
0931580587;0931580536
0931580536;0931580536
0066211247;0066211247
0060594373;0066211247
0743524829;0743524829
0743227530;0743524829
0345402871;0679446486
0679446486;0679446486
0613072103;0679446486
0679457976;0679446486
0425176088;0440100666
3453870883;0440100666
0582084792;0440100666
0440100666;0440100666
1568495625;0440100666
0786511087;0440100666
0449211002;0449238687
0449238687;0449238687
0002220032;0002220032
0689108435;0002220032
0385247206;0385247206
0385264356;0385247206
0064402096;0060238003
0060238003;0060238003
0553263145;0553229788
0553229788;0553229788
0553252127;0553229788
0060812540;0899667449
0899667449;0899667449
0449217264;0394551540
0394551540;0394551540
0394569814;0394551540
0515076449;0399127739
0399127739;0399127739
0446365440;0826313590
0826313590;0826313590
034528643X;034528643X
0345344197;034528643X
0345321448;034528643X
0140340831;059062329X
059062329X;059062329X
0688003753;0688003753
0671439405;0688003753
0811804364;0811804364
0811813428;0811804364
0688063314;0688063314
0380702754;0688063314
0689711735;0689300727
0689300727;0689300727
0394494970;0394494970
0002621509;0394494970
0590430122;0394829115
0394829115;0394829115
0803258631;0803258631
0452008751;0803258631
0552993972;0552993972
0671736884;0552993972
031230238X;0312253079
0312253079;0312253079
0394812425;0394812425
0394882407;0394812425
0394859111;0394935926
0394935926;0394935926
0385475713;1860492592
1860492592;1860492592
0747527873;1860492592
0689826346;0689826346
0689851898;0689826346
2070513661;2070513661
2877143155;2070513661
086611873x;086611873x
086611873X;086611873x
0670883476;0670883476
014028642X;0670883476
0452276756;0425071898
0425071898;0425071898
1853261181;0721416543
0721416543;0721416543
1569875162;1569875081
1569875081;1569875081
155994806X;0448058049
0448110040;0448058049
0448058049;0448058049
0785789073;0590339605
158717152X;0590339605
0142500933;0590339605
0590339605;0590339605
0812504186;0590339605
0399222413;0590339605
188518347X;0590339605
0747553688;0590339605
0451527747;0804900795
0804900795;0804900795
0440407435;0804900795
1582343632;0804900795
0312283784;0312203594
0312203594;0312203594
0517488906;0517488906
0517255162;0517488906
8481301507;8481301507
8495311046;8481301507
8420612766;8420612766
8420636266;8420612766
9504001068;9504001068
8420636258;9504001068
0061096865;0060186429
0060186429;0060186429
0440410614;0440910234
0440910234;0440910234
0788706861;0440910234
0446829773;0446829773
0446328782;0446829773
0449208095;0399130659
0399130659;0399130659
0590403214;0590403214
0590448986;0590403214
0394487265;0394487265
0394734491;0394487265
0812505700;0312850034
0312850034;0312850034
0330415557;033040069X
033040069X;033040069X
0671793489;0671673653
0671673653;0671673653
0785700099;0671673653
0671789228;0671673653
1568492642;0671673653
1563052377;1563052377
1563056364;1563052377
0553122509;0553122509
0553138596;0553122509
0553268120;0553122509
0553204343;0553122509
0312965788;0553122509
0312084986;0553122509
0553252291;0553122509
067973404X;0394750772
0394750772;0394750772
0671521489;0671500147
0671500147;0671500147
0316782262;0316782262
158621490X;0316782262
0380762609;0380975343
0380975343;0380975343
080410526X;080410526X
080410526x;080410526X
0517883864;0517597985
0517597985;0517597985
0394571029;0394571029
0833541625;0394571029
0252064909;0631156380
0631156380;0631156380
0441009735;0441009735
0441011128;0441009735
0312858736;0312858736
0812539095;0312858736
0679442588;0679442588
0613170768;0679442588
0449213943;155651008X
155651008X;155651008X
0449911497;155651008X
0425147711;0425147711
0060534397;0425147711
477001922X;477001922X
0395966582;477001922X
1551664321;0373482701
0373482701;0373482701
0440101115;0394550234
0394550234;0394550234
0671015680;0671015680
0671032526;0671015680
0553110004;0553110004
0553204564;0553110004
0312020309;0553110004
0553248510;0553110004
0553269704;0553110004
0330255800;0553110004
0553266055;0553117467
0312020317;0553117467
0553204572;0553117467
0553117467;0553117467
0816165254;0553117467
0553254464;0553117467
0684856603;0684856603
0671043382;0684856603
0399145796;0399145796
0441007554;0399145796
0425190447;0399145796
0316929190;0316929190
1570426007;0316929190
052594463X;052594463X
0451202627;052594463X
0679774025;0679460497
0679460497;0679460497
0688111327;0688111327
0688170625;0688111327
0449131548;0394544463
0394544463;0394544463
0553578227;0385478585
0385478585;0385478585
1862074836;1862074836
186207559X;1862074836
0156047624;0553204548
0156012952;0553204548
0553204548;0553204548
0151047723;0553204548
0151006105;0553204548
0156010593;0151004218
0151004218;0151004218
0671894412;0446322644
0446322644;0446322644
0613044541;0446322644
0671568841;0671034413
0671034413;0671034413
0743467116;0671034413
0002254301;0586208046
0586208046;0586208046
0871135809;0871135809
0871136112;0871135809
0805051589;0140285520
0140285520;0140285520
0345368924;0345368924
1879371111;0345368924
0061009032;0060176334
0060176334;0060176334
0064472779;0060294698
0060294698;0060294698
0802136621;0802116353
0802116353;0802116353
1558612815;0440904374
0440904374;0440904374
3442553164;3442410657
3442410657;3442410657
0385468520;0385468520
0553573152;0385468520
157912061x;157912061x
157912061X;157912061x
0525442855;0525442855
0380703572;0525442855
0373093276;0373093276
155166934X;0373093276
1551665581;0373093276
1551660113;0373093276
0380707527;067163285X
067163285X;067163285X
0671742558;0671742558
0671011332;0671742558
1862300690;1862300690
0671038605;1862300690
0517707624;1862300690
0345316770;0060152362
0060152362;0060152362
0061014656;0060152362
0449148920;0679423982
0679423982;0679423982
0553584898;0553584898
0553587749;0553584898
037570521X;0738200433
0738200433;0738200433
0446404799;0751512168
0751512168;0751512168
0892965827;0751512168
1558170863;0385065493
0385065493;0385065493
0765343428;0312870027
0312876017;0312870027
0312870027;0312870027
0743224612;0743224612
0743224620;0743224612
0316693642;0316693642
1586211099;0316693642
1559947519;0316693642
0446364193;0446364193
0446692638;0446364193
0785734783;0446364193
1558533273;1558533273
0395877377;1558533273
0792277279;079227685X
079227685X;079227685X
006092909X;006092909X
006092909x;006092909X
3257232861;3257062230
3257062230;3257062230
0688171451;0330352954
0330352954;0330352954
0330352962;0330352954
0330361163;0330352954
0743429044;0743221435
0743221435;0743221435
0743462408;0743221435
0816032130;0816032130
0816028281;0816032130
0446328820;0446328820
0446345873;0446328820
0399143173;0399143173
0425167631;0399143173
0515106070;0399135111
0399135111;0399135111
0060571667;0330412140
0330412140;0330412140
3453155890;3453155890
3453213408;3453155890
006024254X;006024254X
0060242531;006024254X
0380538504;0380538504
0803724896;0380538504
3442545137;3442545137
3442452627;3442545137
0747553815;0747552851
0747552851;0747552851
1573220787;1573220787
1573227218;1573220787
0806996676;0806996676
0439210089;0806996676
0060002492;0060002484
0060002484;0060002484
050552290X;0890838488
0890838488;0890838488
0590477641;0590090690
0590090690;0590090690
006020186X;006020186X
0064441555;006020186X
0064430367;0064430367
0380534053;0064430367
0590117440;0590117440
0439326664;0590117440
0060928263;0060172797
0060172797;0060172797
0451197011;0525944370
0525944370;0525944370
0679767991;1852423277
1852423277;1852423277
0345329937;0345329937
1565845455;0345329937
0345405668;034540565X
034540565X;034540565X
0345444248;034544423X
034544423X;034544423X
042518336X;0399146911
0399146911;0399146911
B00006RGIO;0399146911
0812515722;0812515722
0743479157;0812515722
0321005090;0673520315
0673524388;0673520315
0673520315;0673520315
0345366638;0679472762
0679472762;0679472762
0743234359;0743233247
0743233247;0743233247
0679432515;0679432515
0060977469;0679432515
0375701427;0395860210
0395860210;0395860210
0375411445;0375411445
0375725547;0375411445
0679764410;0679444904
0679444904;0679444904
0671873113;0671873113
0671666258;0671873113
0671023497;0671873113
0434140937;0671873113
0140250905;0395689929
0395689929;0395689929
0804114498;0804114498
037572737X;0804114498
0679403914;0679403914
0449000907;0679403914
0515091332;0515081515
0515081515;0515081515
0449226182;0517707594
0517707594;0517707594
156924703X;156924703X
156924748X;156924703X
0345378911;0345378911
0345452380;0345378911
0312862202;0151000913
0151000913;0151000913
0380710897;0395475910
0395475910;0395475910
0380722992;0688120830
0688120830;0688120830
0843947888;0843947888
0747260729;0843947888
8433908731;8433908731
843396674X;8433908731
0156056720;0156056720
0151064431;0156056720
0671532855;080211590X
080211590X;080211590X
0385494238;0224051709
0224051709;0224051709
8495971054;0224051709
1575110601;0224051709
0670804541;0670804541
0140094385;0670804541
0375501347;0684861593
0684861593;0684861593
0590322990;0590322990
0595175929;0590322990
0590405292;0590322990
0590401424;0590322990
0702220957;0702220957
0393025748;0702220957
038542311X;038542311X
0553569414;038542311X
0440208149;0374300275
0374300275;0374300275
0373159870;0373159870
0373037414;0373159870
0152021973;015201294X
015201294X;015201294X
0425044890;0425044890
0440101859;0425044890
0060915188;0060158050
0060158050;0060158050
0385298943;0385298943
044020884X;0385298943
0451524659;0451524659
0837604249;0451524659
0671003593;0671003593
0671020447;0671003593
0345388151;0345388151
0345397738;0345388151
0821754424;0821751263
0821751263;0821751263
0679756973;0679437851
0679437851;0679437851
093004469X;093004469X
093004469x;093004469X
0767902912;0767902912
037570924X;0767902912
0486205312;0486205312
0486205304;0486205312
0452010195;0486205312
0312858876;0312858884
0312858884;0312858884
0440123941;0385293984
0385293984;0385293984
080505202X;0805044272
0805044272;0805044272
1569470707;1569470707
0380730502;1569470707
1551669536;1551669536
0739430904;1551669536
0060542799;0688165990
0688165990;0688165990
0380715678;0380715678
0375705023;0380715678
0670856495;0670856495
0140247491;0670856495
0553289063;0553289063
0345430530;0553289063
0380603764;0060149205
0060149205;0060149205
0515124281;0151002711
0151002711;0151002711
0907871127;0688030270
0688030270;0688030270
0425167720;1573220825
1573220825;1573220825
1573227951;1573220825
1559274913;1573220825
006017160X;006017160X
0060926910;006017160X
0385492235;0385492235
0385492243;0385492235
0670875910;0670875910
0140267581;0670875910
0446606456;0446519480
0446519480;0446519480
080211508X;080211508X
080211508x;080211508X
0515108944;0399136347
0399136347;0399136347
0843941219;0843936843
0843946598;0843936843
0843936843;0843936843
0670807699;0670807699
0140468463;0670807699
0306805731;0394404653
0394404653;0394404653
0446401013;0892964316
0892964316;0892964316
067188526X;0671690221
0671690221;0671690221
0345327462;0394546032
0394546032;0394546032
0821767240;0821736698
0821736698;0821736698
0201144719;0201144719
0201142015;0201144719
0316802522;0316802506
0316802506;0316802506
0697042723;0697042723
069709765X;0697042723
0394552946;0394552946
0446672726;0394552946
0140255257;0399139885
0399139885;0399139885
0060182792;0060182792
006092943X;0060182792
0440400872;0395417953
0395417953;0395417953
0440408520;0395286298
0440227844;0395286298
0395286298;0395286298
0440406528;0395562635
0395562635;0395562635
0440402913;0395381339
0395381339;0395381339
0670868590;0670868590
0140256989;0670868590
0312912781;0312033567
0312033567;0312033567
0609800140;0517703912
0517703912;0517703912
0451455614;0451455754
0451455754;0451455754
0446321095;033028407X
0446357693;033028407X
0316544108;033028407X
033028407X;033028407X
033028407x;033028407X
0061054267;0061054267
0061052078;0061054267
0246134984;0246134984
0246134690;0246134984
0312890273;0812531973
0812531973;0812531973
0446306142;0446306142
0505523140;0446306142
0449238644;0449238644
0525054812;0449238644
0449911411;0449205436
0449205436;0449205436
0425077047;0425077047
0425102432;0425077047
0671868713;0684810484
0684810484;0684810484
0880707275;088070487X
0880708042;088070487X
088070487X;088070487X
0671704664;0553350005
0425129586;0553350005
0671552228;0553350005
0553350005;0553350005
0312330871;0553350005
067170608X;0553350005
0396085725;0553350005
1576735990;1576735990
1576735982;1576735990
1880985721;0061090913
0061090913;0061090913
014011369X;0312009941
0312009941;0312009941
0393029190;0393029190
0804109176;0393029190
0452279445;0374105057
0374105057;0374105057
0758201079;0758201060
0758201060;0758201060
2010172213;2010172213
2290313734;2010172213
